Inhalt der zu verarbeitenden Matrizen
-------------------------------------
In jeder Dateizeile stehen, getrennt durch Tabulator:
Zeile	Spalte	Wert
5102	14981	6
28711	30914	7
30910	5233	2
2427	15940	1
12610	28226	7
9991	24803	8
6798	7458	4
3698	10467	2
19796	21876	1
29275	24063	1
25473	7304	7
1531	20487	7
2531	32289	8
4580	17359	1
1972	15367	8
26221	9817	2
11427	26286	8
22154	13434	4
19184	9506	5
25113	12771	7
9926	6782	2
26161	27042	5
13728	20293	6
6176	4789	3
10925	1954	1
15574	9026	3
28282	3069	4
3305	8714	4
20301	23398	1
14720	31024	3
17642	6076	4
8382	32374	4
24001	18859	7
130	9323	3
9402	28363	1
27813	25939	6
22034	11909	5
2544	17315	7
24326	8847	1
8576	1388	7
14149	26136	5
6238	26377	7
29791	11007	5
17767	14058	7
22182	30382	7
5088	28505	8
19517	28773	2
27461	17535	8
21075	26909	5
1341	3108	2
1450	2388	4
16561	12753	6
27402	27479	6
11637	25953	3
19756	26857	5
3598	11049	1
20791	6482	1
30069	15414	3
25587	31045	2
1254	2652	7
12600	2074	5
12825	3843	8
17475	24137	7
30850	7417	5
2803	28467	5
30818	3248	2
3875	23699	3
23757	6067	7
8346	3124	8
32248	25399	1
12102	8377	5
10089	25360	6
2236	7328	1
16865	13683	6
23864	25285	8
28434	11602	2
12175	2567	4
31107	17451	8
28877	8688	5
25907	28069	1
21372	9309	2
32215	5721	1
11206	29857	7
1478	17546	7
18667	1690	6
13551	11455	8
27077	10408	4
6512	25986	7
4432	402	8
13226	3244	8
24947	12214	2
26076	30207	1
4470	10518	1
5045	11786	1
25327	5152	7
10328	3463	4
29450	24394	7
14788	6315	6
16248	29140	5
13997	17193	6
32106	31304	3
2066	15572	7
18014	12187	4
25154	29732	1
29103	24566	8
14614	21258	7
805	29840	2
31091	12245	1
13815	13348	6
24198	20252	1
10491	5600	8
815	29922	4
23544	29929	8
16528	12913	7
22364	30915	6
4304	11172	1
20161	8510	1
6487	18834	4
9218	9402	1
16958	2521	5
13266	17883	5
26796	8442	3
5650	521	3
22598	19337	2
19295	3153	7
23565	15644	7
32389	119	3
28983	27960	8
23519	10344	6
1762	25013	4
22995	8773	6
19390	21326	1
29915	16314	5
26358	29780	6
9958	10091	6
11267	2755	8
5365	10128	2
28979	17958	2
24381	21785	1
16131	3853	2
32567	5372	6
8865	20742	2
31839	5485	4
6192	16718	1
19357	6967	5
20897	13251	5
13954	27505	8
9542	31929	4
32484	5180	8
15205	31156	6
26748	30551	5
13423	29765	3
13715	20388	1
2483	31097	3
17641	1783	6
26778	17813	2
11850	9156	6
19674	22291	1
18589	28296	5
14360	27941	3
16203	15620	1
9715	29990	7
5708	9629	7
20855	1977	2
837	18306	6
7516	24973	1
10103	25699	2
675	3330	3
18792	20199	6
24945	2334	6
32409	15641	6
32314	28562	7
5285	28807	2
27021	16063	4
18065	28111	1
6958	19969	7
13892	15295	3
14656	25001	2
2898	26210	7
27297	8544	8
20395	23691	2
16337	12026	6
30665	16055	8
16380	5342	1
18285	27750	3
4086	2689	1
17679	6454	3
1873	29368	1
16736	18282	2
32145	1382	6
27602	19141	8
18127	11658	3
1522	21093	4
19235	29591	8
24879	21590	5
16633	30614	1
24913	29698	7
6400	8343	6
29180	4184	5
29351	18106	2
2074	29947	2
6622	5490	4
1289	2636	3
591	10567	1
22927	18938	6
29593	11967	4
6912	16672	6
14122	28734	7
10018	10772	8
25541	24314	2
935	30585	7
11235	18256	1
27736	22322	5
11119	6948	7
=== Matrix Nr. 42 ===
3923	3903	5
26244	7442	2
22748	28604	7
20022	19864	3
30895	15466	4
412	22400	2
2274	13708	7
28810	27440	8
687	6923	4
21172	4276	6
1982	30225	3
24898	1688	4
1742	29853	6
14836	22503	2
30916	32706	2
6756	32241	6
28558	16524	5
1809	12968	4
609	20677	6
17712	7849	4
23345	11270	3
8057	23130	1
22394	27359	1
3437	23449	4
25268	13569	1
20929	29171	5
31492	30879	3
20471	29024	8
16652	9356	3
590	12274	6
6628	12229	3
28809	5374	7
22180	29786	3
29275	24063	1
7490	14497	2
5896	7416	5
25286	2227	1
17685	27531	5
31145	9356	2
9670	17576	4
12942	13082	3
7975	32445	4
6628	28480	6
3700	17728	8
6015	5248	3
26888	16210	3
30036	19016	2
31047	26256	1
24520	13961	5
25803	26115	7
14154	4196	1
23408	17016	5
15925	29190	7
=== Matrix Nr. 43 ===
26403	17573	3
7982	21772	8
25204	29401	7
18295	10000	8
12383	11066	4
28143	19492	5
31180	28856	8
10932	17256	7
1449	3130	7
3242	1536	8
18109	4275	3
29006	13074	3
1658	27682	7
22685	15258	2
13944	18601	3
20983	5935	6
31328	26686	4
16461	10001	5
31348	10916	8
25333	24347	7
4852	24754	1
7669	9317	3
3851	16650	3
14257	8135	8
24085	4559	4
31538	5745	3
10323	14340	6
13702	17751	3
25705	10387	3
10732	19496	1
8510	45	8
11207	31487	4
12309	7808	6
24199	25108	4
18677	22142	7
31505	25881	2
14267	26786	8
14154	23563	5
10864	23929	7
22482	2443	7
27060	17883	2
23823	29490	6
10842	13204	3
29721	600	2
21391	14449	2
10540	21559	8
5923	13031	2
7328	22147	1
8648	30425	8
31904	18889	1
1893	17945	3
5398	5419	5
29644	24516	2
13441	3931	5
8827	32391	4
16305	3812	8
16429	15722	8
26533	18458	3
12127	22454	8
23540	18770	1
17698	25621	3
22926	22059	3
1476	21499	7
26812	2316	3
16705	30705	2
20123	3625	6
15732	24168	3
30097	3503	1
28799	26130	5
11628	734	6
14315	7673	8
28458	23616	6
2407	23750	5
6549	25920	7
24627	9727	4
13121	13255	4
13977	20253	4
29575	13486	5
15617	12235	8
30616	2088	3
18566	20405	2
27067	15211	7
12561	18846	6
20555	8003	4
7017	20169	8
1823	4954	3
1470	9936	3
24919	11343	5
28040	1916	8
27333	12027	4
7140	32063	7
1899	1395	6
8620	10337	4
5321	8869	8
24314	7163	3
1005	20390	4
10718	846	7
29826	10757	6
22122	10030	2
30799	15560	6
5731	20579	2
9197	9687	8
28979	9552	4
15508	14336	6
1273	20565	8
31829	3554	4
26561	18828	7
23837	7255	2
27730	23038	4
28743	4921	1
20492	10092	7
19384	20885	3
32720	7977	1
22196	28335	7
16367	15308	7
4074	27483	4
10114	13466	2
4968	6042	7
6602	30460	1
635	9857	6
18527	10588	3
18602	24268	4
24410	13366	3
24642	24754	2
22721	14671	8
32308	10703	1
9943	19011	2
16434	26180	8
32035	26353	6
26965	19039	4
3662	8553	4
14501	12892	8
10526	2155	7
16995	11820	2
=== Matrix Nr. 44 ===
18753	31383	1
16360	32066	6
161	5086	2
21350	25296	5
9340	21459	2
5126	13569	3
30064	14062	2
11267	10766	3
7225	5602	5
13784	15427	1
23775	1423	6
9894	6733	8
24695	30521	8
17228	2922	5
31183	19471	1
10994	1875	7
25495	16420	4
15605	4082	3
14056	20580	2
22893	12101	3
20280	23604	4
723	26118	6
3351	3767	7
3175	26591	4
31571	25837	6
5219	18528	7
21066	15664	6
23082	18415	7
17305	4528	1
24554	21092	7
27754	8962	5
1128	2327	6
22284	14565	8
11517	28799	7
9369	3770	4
225	7619	2
24027	20077	7
28244	6845	7
5805	30660	7
1875	14183	5
4483	2886	4
1744	13737	5
30956	5949	8
20646	14589	4
8994	10879	7
=== Matrix Nr. 45 ===
19913	13673	8
14344	1024	4
29527	20926	3
3102	26462	5
24220	24345	5
9052	7658	5
2341	15391	3
9462	10448	2
32628	17511	1
9576	21616	1
2554	23822	1
7783	1552	6
11096	21871	7
17546	5219	1
2076	16237	1
14530	4251	1
2933	9432	4
26622	26882	4
29275	24063	1
14739	10191	2
21900	3923	2
27564	14895	8
7448	7232	5
31452	15473	2
16215	5873	4
30303	3714	7
22720	25175	3
14031	32123	5
17375	11183	2
17271	3904	8
=== Matrix Nr. 46 ===
28973	23693	8
24526	2423	1
31848	22581	6
1721	17232	4
19429	32580	4
26159	27153	5
24662	26052	5
26953	28271	3
31732	10055	3
22506	25872	2
32269	8610	5
23166	20174	3
19563	27219	5
5510	3476	2
30219	23493	1
25576	20715	2
29467	28388	4
18496	4497	8
5186	2754	4
19615	21935	5
26514	22337	3
1405	32651	7
9147	16631	5
=== Matrix Nr. 47 ===
6093	26313	1
6742	3018	6
19314	147	7
22632	24311	3
10878	30025	2
2144	28800	5
17168	17026	4
27464	12085	1
9382	32384	1
26332	20949	5
29493	3699	8
17600	22260	4
14707	13078	2
25374	5300	1
20753	18309	4
20792	18542	2
4820	31851	5
13030	30163	4
22997	19922	2
23541	8770	5
3145	31795	5
28888	25656	3
8610	426	6
3126	10275	1
20716	25164	7
309	17161	2
944	25363	5
24721	16574	3
10432	13538	5
31454	7832	3
24509	2437	5
17550	9451	3
312	26310	3
20619	8366	6
4280	28642	7
7301	11287	3
32010	22538	8
13895	20503	6
2222	20659	2
25524	25073	8
5942	7392	8
32559	26477	8
15859	3753	1
14499	20819	8
9552	9907	1
28523	20265	2
21909	25939	7
29628	12402	6
17685	11142	4
15980	1766	2
14077	24091	1
=== Matrix Nr. 48 ===
9253	23113	2
301	26509	6
17766	2551	4
29926	17798	4
3809	16706	5
14653	5386	7
5648	31532	8
14211	7340	8
3110	18214	4
6448	13929	1
30107	9184	4
5099	17140	4
24320	9799	2
11205	3741	4
30703	4677	6
31944	21524	3
25382	22506	3
21596	25532	1
14124	25332	5
14399	30280	6
11547	9210	7
15356	26584	6
25440	431	1
1825	5330	4
30857	17898	4
32168	25633	1
9860	28024	8
=== Matrix Nr. 49 ===
26963	17073	7
217	21226	7
7652	568	7
6332	19416	2
11130	16805	8
8214	19790	5
6530	20437	6
16591	22376	8
10731	26977	5
20483	4411	5
6064	22683	8
23780	30115	1
29905	27410	8
29275	24063	1
27002	1682	8
2886	29242	3
28543	32750	5
16799	11536	3
15879	17441	4
20300	5831	6
19642	3047	6
21945	15075	3
26564	4104	5
2762	26967	6
9159	16110	3
22109	1400	2
27511	26984	6
26579	16610	2
16549	30961	7
10710	28580	8
2281	1874	7
27091	21845	2
545	25212	2
21988	25305	4
21896	30958	7
28440	27384	6
16400	10752	7
1893	26662	6
32063	21226	4
10655	6146	5
7626	31842	6
12104	372	1
17813	5669	1
6944	122	4
1258	1223	3
24755	16126	7
12036	15259	8
24667	9296	2
17475	32669	6
23666	19729	4
20635	4499	8
22436	7099	1
3877	11500	5
30115	30213	6
=== Matrix Nr. 50 ===
18903	22023	8
28332	24020	6
22736	11742	7
15263	21627	4
26301	14931	5
9106	28019	4
18488	6541	3
5419	12760	7
21051	15394	1
1321	2121	5
16379	21772	1
14559	19713	6
29376	32660	5
16011	13375	2
13983	31415	7
11989	1368	5
19737	5811	1
31197	18189	4
23312	23742	7
18325	9718	7
2446	25112	1
9828	17437	3
16728	28399	6
13376	19753	3
30525	30424	2
28104	11425	6
5023	9155	8
11259	11311	5
10677	13748	5
25766	7666	4
870	2220	3
19102	6964	6
3286	32641	4
16988	23083	2
30463	11677	2
5278	15754	5
2791	13012	4
11280	5894	4
12112	9177	4
19510	12839	7
8440	24306	2
24322	12021	1
25032	8191	4
988	3171	4
32122	22518	1
17939	4228	2
673	2901	2
6626	4338	3
1308	6211	2
18068	2029	2
15191	4180	2
2411	29470	1
23015	6956	5
20563	16125	4
18791	28277	3
15504	3657	5
16540	7394	7
31971	3878	8
16716	8506	3
19411	22435	7
77	27549	5
18986	483	7
29110	9854	1
22211	1063	1
6202	13837	1
15408	6995	8
25357	28673	4
25072	7899	5
26605	770	3
29222	19217	3
12069	19502	3
26129	2887	1
9624	15962	2
31413	8017	6
11586	21038	4
31859	12342	8
16046	1835	2
29577	5696	6
11854	7474	1
21669	18091	1
32447	11058	1
16412	10652	8
17752	25340	8
24417	2342	5
6296	31610	5
25542	28817	7
22608	12719	2
23228	16152	5
28058	26191	8
19204	29654	7
29952	24792	6
11153	24739	2
12122	613	7
4104	4103	2
9806	444	7
12330	20118	8
14202	30532	7
1666	581	3
17840	23266	4
30767	23207	4
12743	28406	2
6828	31500	8
1263	15075	7
3540	7154	4
29842	31987	1
20379	21332	5
11295	11889	1
15421	19377	8
9043	9804	2
26820	16362	6
18398	26022	3
32565	9789	7
30587	30486	4
2765	7951	4
17355	21646	8
2063	3141	4
19352	20761	1
24469	15441	4
11593	23286	2
987	24652	2
17583	24505	4
2437	9897	3
6773	32630	2
3789	23656	5
13781	23844	3
29208	29910	6
29028	2492	5
233	23609	3
6671	5308	6
16296	5112	8
2977	2074	3
32755	22310	1
16491	20167	1
32378	31856	4
29158	3154	1
661	1758	2
1631	4436	7
18700	26870	5
11289	11168	2
12498	30222	5
15457	25200	8
31646	27643	3
24969	3592	2
19882	29535	5
4295	30601	5
16126	32576	8
17769	6369	3
5646	9395	6
7392	32290	1
30360	27063	4
2956	162	4
16645	13983	6
28754	27063	2
23996	6041	5
24929	19947	7
3359	25643	1
14005	29426	1
24625	16583	2
10034	8663	1
1818	21192	2
21361	13327	7
31227	31077	1
26008	17791	8
30162	32401	6
4052	3725	8
10856	2229	6
15170	20689	1
5998	12997	1
14198	17942	4
18016	8752	6
16102	29843	7
7112	19076	6
16081	31919	4
13805	23786	4
4487	13234	3
2076	13769	3
20507	31778	3
26888	1319	4
7400	6095	1
28660	32424	3
23143	30891	6
4006	9273	6
14927	11531	7
12115	19144	7
32508	14562	4
24835	23196	4
15742	20753	4
4640	5410	7
30963	20200	1
32300	26707	6
8174	8548	6
5332	7163	4
23319	20181	8
15314	32644	5
18510	5355	4
10854	16158	1
16376	11872	8
24397	15698	6
10811	3257	6
13174	19038	3
18512	14799	1
6895	25850	1
14912	26657	2
4793	26699	5
923	18977	6
21898	14640	2
29200	26618	8
2724	14643	8
7921	10362	5
2371	4027	6
24833	27950	1
20572	19036	3
30246	19150	6
17817	31567	2
1228	24200	4
32732	27007	6
25380	21969	1
8368	10154	8
26243	16830	1
23911	4230	5
26503	4125	3
9186	17393	3
14290	21437	2
4144	25994	2
3193	12965	2
32647	5964	4
27769	11316	6
16967	2823	3
5328	16985	7
4611	7103	4
3081	14434	8
20934	15457	6
23909	24345	4
3600	15179	5
14302	6435	8
32572	29339	1
1974	13279	7
19533	2885	4
8540	12345	1
=== Matrix Nr. 51 ===
17753	3413	5
19135	29736	5
5127	8693	8
27757	26839	3
29275	24063	1
17883	15367	5
1556	4771	2
26439	25202	8
14906	1907	2
30648	9083	3
29507	7452	1
7707	23228	2
22568	3275	7
652	31632	4
4456	27050	8
23848	4122	8
20245	30776	5
29508	8493	4
10000	279	6
13168	21942	7
20179	30002	7
13835	22658	4
30291	29327	7
27488	2422	1
12772	16420	1
373	15238	2
32556	31884	6
23324	21276	2
5496	20081	4
7914	4268	1
27675	14080	5
16398	16800	2
16803	1478	6
15444	1511	2
1277	10948	2
29100	25292	2
24034	3746	1
13067	3041	2
17450	576	3
30601	12569	1
11728	3618	2
28672	19830	6
27088	16220	4
20126	29641	1
21028	21264	6
26920	32631	3
10638	8870	6
27097	27974	5
18927	16942	1
19498	1180	2
20052	12227	2
14822	29625	5
12307	3519	7
21068	8649	3
28793	31514	6
18493	20460	4
28933	1111	6
26011	16005	1
6686	11454	8
12651	32356	8
29893	739	4
857	28086	6
30145	25757	1
2725	11962	4
31006	22011	6
1964	15010	7
25380	27622	4
32393	7481	2
6170	5734	8
20099	30242	2
3680	24511	8
11575	8894	5
14024	19694	4
21962	39	6
25924	16679	2
7056	5835	5
22577	26981	5
19666	18802	4
1779	5673	6
15820	24556	2
4247	22775	3
15610	2447	4
2492	2114	8
26945	20045	6
5360	18354	5
14242	25875	2
13116	11283	6
14705	7324	6
8866	22866	2
13649	22	1
32434	24137	8
13397	13084	8
15231	25937	8
4643	14578	8
3489	25036	4
14825	2314	3
29187	558	1
21369	1852	4
24236	11047	3
2808	16436	2
16844	27645	3
8923	15106	5
26285	1336	8
29480	22230	2
12377	4655	7
10801	6214	5
26646	31512	3
25160	2999	6
12806	22690	5
15650	2747	5
9356	13131	1
216	20612	8
3911	22507	6
31691	28094	2
17601	10283	6
3033	26220	3
17956	10466	1
23203	9367	7
4754	27025	5
982	252	5
9204	1902	3
15277	32497	4
24928	21445	8
31538	2875	2
4957	22674	1
1248	9622	6
16563	26535	4
4019	27401	6
23179	24504	8
24531	2926	8
21772	12318	7
23375	24244	2
17840	12093	8
3756	7865	3
29449	24769	5
26678	20699	2
31163	8252	4
586	13964	1
22719	6596	7
29727	16007	5
27483	23966	5
7600	30857	7
8532	32037	5
3798	2951	6
13878	20065	7
21173	13026	3
20187	278	6
24581	24844	2
20582	27432	5
1001	26255	3
1651	11180	5
8258	29316	3
22068	19203	1
22473	32206	8
23202	9160	7
4442	17594	4
27159	29568	7
26919	27355	2
16366	17222	2
475	21294	5
25839	14321	3
211	10993	5
1980	5732	1
10215	12210	8
21117	13311	7
17549	27008	3
32110	29812	6
24375	30789	4
30246	11631	2
1839	16303	3
439	7621	6
5741	16179	1
21481	26930	6
9749	19476	2
16448	2766	3
30622	16749	5
31132	16307	1
8144	7857	8
23425	22683	7
6175	1829	6
1134	31836	6
20491	13618	6
10968	32381	5
15246	19117	8
7833	21609	5
31933	869	6
26350	14572	4
30244	16785	8
29030	241	1
8336	17402	2
24650	21951	7
14905	9202	1
18278	18481	1
7824	3451	1
7222	19856	7
7448	3621	6
23277	539	1
19223	26509	6
29649	22120	2
24324	6284	1
3282	25630	2
30199	23656	3
4469	23474	8
650	16819	3
32614	8246	7
25065	17044	6
26699	1886	4
32520	1709	4
20913	9015	2
21813	15077	1
555	18515	8
23165	17840	4
30452	32342	7
12194	7864	7
16313	538	5
13970	18159	2
26202	18424	7
12704	23150	5
26300	20937	1
7401	1975	5
7936	32702	8
24755	28713	7
6849	5164	2
5797	9165	1
15399	16848	3
13602	7878	5
7152	6458	2
23353	30982	3
5559	21864	6
31968	26906	4
26669	12470	3
8821	24870	7
10487	25250	3
8122	31087	8
6770	31779	6
26061	7678	1
17803	23426	1
12482	7489	2
9323	12782	7
7403	21440	3
15022	25670	2
30971	21812	6
15954	15830	3
16760	11685	6
176	18157	6
26437	13657	8
10509	27294	5
9766	2241	3
6833	15879	6
4490	4514	7
7813	245	5
27905	16677	3
11422	8895	3
13097	12962	1
3144	1957	2
10486	32054	5
364	18981	8
21666	3720	8
29794	4346	3
30372	4940	8
32147	7616	5
2178	16989	5
4216	16757	8
6241	25998	8
14798	15187	6
27025	18301	4
4901	31665	6
24975	20492	5
16912	10222	4
17978	8531	7
9112	23956	3
32033	1309	2
13513	25144	2
9530	32600	7
28526	31418	7
23400	29691	3
15962	24571	3
3980	3917	7
28364	30	5
21282	5532	2
11477	17135	3
19347	31671	2
14017	11530	8
16836	15314	3
6136	20683	3
30089	21147	8
30170	19776	1
14086	16037	5
22892	31369	1
8487	20603	4
30469	8297	8
30639	9200	3
20793	32505	7
28821	19344	1
18090	23229	1
25506	7482	4
12941	29832	2
19603	15176	5
22023	10995	2
2857	30678	7
21678	18001	7
10728	6146	6
14539	29035	2
32640	23357	2
17467	28772	2
2059	3848	3
22774	5273	4
10916	29098	4
4266	1878	7
5391	18124	5
15600	7860	5
14941	22263	8
4605	22281	5
8916	12135	7
15335	4255	2
=== Matrix Nr. 52 ===
27273	27063	4
=== Matrix Nr. 53 ===
8903	9403	7
22891	6990	3
15468	5655	6
15019	23188	2
2654	24660	5
21193	7254	7
22864	1822	2
23219	5609	7
29275	24063	1
4962	20716	3
2991	24809	7
2236	25254	6
23310	25507	2
2669	2203	1
21976	3466	4
8591	11905	8
27633	22868	6
8475	11141	3
14180	20102	4
23292	26760	3
14305	31384	2
28988	22052	1
25476	7675	3
8803	29962	2
9606	9132	7
7256	11991	2
14439	31246	2
25454	13943	5
3248	6731	4
17251	28330	5
28260	1896	6
7791	14925	3
10922	24779	6
21185	28008	8
25703	23538	4
26873	10049	1
25022	10104	4
24188	31966	5
13728	28112	2
13500	22705	2
4104	30768	1
2756	8049	2
1130	25250	1
30886	21321	7
2430	30784	2
15527	26082	8
9849	15097	1
6198	32500	2
319	23677	2
3856	96	7
7751	5655	4
9506	20997	6
28188	27557	2
18437	20174	8
3520	2539	7
22316	22950	1
13924	10998	6
18972	31829	3
3627	19276	6
22081	19328	5
12019	4367	6
15934	29229	2
6491	8820	7
13011	3242	3
14717	23303	2
29088	11688	6
28694	26558	1
10359	22999	2
3606	24524	1
9213	17791	1
10693	1187	5
1729	31931	7
31749	32189	3
16920	10848	3
22877	13554	5
23647	15037	5
11722	32393	4
18545	28342	1
29581	1103	4
16500	26851	6
15469	3402	3
19014	8635	4
25128	17390	5
22070	20729	3
7688	6876	3
22732	2491	6
28884	29839	7
26314	21507	1
15255	19587	1
18094	18858	3
32500	24764	8
11615	30181	5
14846	20668	7
966	15849	5
8914	25409	2
12680	15953	2
16987	13923	7
3354	7251	8
10768	5612	3
19422	6896	1
21901	8710	3
11545	9102	8
9040	25734	8
12502	11987	8
30468	32135	4
2070	26000	7
23841	16401	4
7647	15131	6
15050	32248	1
12549	31087	4
1580	28226	4
1216	3302	6
721	7090	2
17012	8301	1
23200	12609	6
=== Matrix Nr. 54 ===
20783	7293	2
30591	22711	4
14283	10819	4
2778	17311	3
9397	18875	3
1911	29001	7
711	9388	1
18264	25751	2
9408	25024	6
31401	21194	5
6451	8757	6
7648	28809	6
14089	22999	1
29275	24063	1
25756	29910	5
30441	9283	6
5099	16819	2
18472	27556	6
505	28830	1
20488	29796	2
10839	21809	3
30836	32401	7
19803	29319	4
28535	30938	6
13901	28727	5
19232	2681	3
22358	25091	8
32153	20581	8
15215	16780	2
13202	24470	1
11717	23470	5
11089	16720	7
13125	15177	8
7430	32680	3
24151	22955	5
32057	18366	2
28137	8403	2
18532	29798	5
24667	9792	8
13085	20277	6
30705	1302	2
7261	20265	6
29131	29872	2
1981	25450	4
12701	13571	4
17356	15830	6
13207	15448	5
17604	25678	2
833	19019	5
13898	24843	1
=== Matrix Nr. 55 ===
4403	12813	4
26370	2394	1
23284	25180	5
1810	20365	3
16227	31668	4
20209	16406	7
24441	13724	2
5655	29425	5
24133	31266	1
14695	12783	6
1133	2788	6
32612	10634	7
2719	17717	7
31895	32058	6
27569	17215	3
25779	22930	6
27241	13875	7
17741	28035	7
16410	31203	6
27983	24987	8
157	7265	4
20586	16155	1
30039	29807	1
6190	4662	6
21565	30695	6
23709	14816	7
=== Matrix Nr. 56 ===
6433	24423	4
15433	7397	2
13990	22243	6
20578	12110	1
8617	4844	6
21310	9278	2
13587	12491	2
20544	10181	2
25918	23487	7
27177	22880	4
29275	24063	1
372	23559	3
16702	19228	3
10045	1144	1
21695	21147	2
24176	31182	4
29606	20583	6
26174	6914	8
32427	1882	8
23223	29760	5
29181	260	5
22396	11865	7
30509	7507	3
26509	27332	1
12353	6891	3
15236	135	5
4847	29426	5
5779	10404	4
5988	7735	3
30752	26844	7
16426	4865	7
2776	486	8
10505	20975	8
9093	25197	6
26873	32156	6
26911	12908	8
14205	3097	6
27836	718	3
32764	29268	1
21361	6991	5
28152	2304	8
3405	21778	1
4913	10146	2
15334	31351	1
9492	24004	1
12338	21763	4
270	7053	4
6831	30846	2
16269	21027	7
31226	1694	8
11234	27038	3
21351	10439	1
2875	11654	4
7740	26065	4
18284	20996	3
21915	22489	3
25164	17231	7
11839	10871	8
7356	24067	2
17558	17408	7
2245	19040	4
3302	7316	3
24650	19874	7
12913	7206	8
570	19438	7
13280	29900	2
30292	14996	8
14939	24814	4
23500	13704	7
13840	1321	5
16764	7270	6
1573	1041	5
9827	23138	1
11066	9742	3
=== Matrix Nr. 57 ===
22433	6633	5
2832	25085	7
7469	28646	2
28911	9077	1
14588	21473	1
2522	29099	3
13398	20860	1
27834	9840	6
25983	5359	3
7686	18113	2
3080	6040	4
15243	22238	1
27753	4796	4
26730	16872	6
934	19973	3
31331	12652	6
21037	11367	1
8446	2926	5
26948	21872	3
5184	19918	7
26757	21039	8
7139	13342	6
360	15415	4
16715	4414	7
29905	612	2
3506	6239	8
25351	6770	4
9023	2358	4
16565	1930	2
6918	24971	8
25530	15682	5
11036	27241	5
28913	25551	5
32588	16785	4
4160	11609	5
13325	28678	8
16002	5551	3
22216	17613	5
27960	23754	5
32661	5936	1
28154	8676	5
22507	22054	1
31774	2066	5
32512	29368	8
8476	3731	7
2004	20841	8
16518	5733	6
5641	4892	1
24251	15285	8
13859	16357	6
16792	1341	8
17095	16068	1
27860	17602	1
19461	6983	3
17356	11040	5
22237	30331	6
22761	22436	2
14971	12983	7
14054	23985	6
11745	555	8
19103	11482	3
5101	3635	8
5171	18169	5
3340	476	6
31898	3307	2
7408	27690	8
10500	30198	3
6178	16111	3
30616	3853	8
24659	13659	2
2411	30308	3
1956	14742	2
27596	32022	2
4719	752	5
10036	31691	6
3124	11926	7
17532	2210	5
20399	4821	4
18726	27593	1
2888	4416	7
20958	15749	1
605	18014	3
24187	21408	4
8466	13741	2
9518	23923	1
31662	1817	6
27292	5378	5
5038	10041	7
31507	4333	2
3088	11759	6
=== Matrix Nr. 58 ===
1313	22043	5
9101	26433	8
20531	6510	3
9906	18561	5
10760	223	1
25888	4128	7
31764	28885	4
23637	22721	4
22067	23957	4
4040	6246	8
=== Matrix Nr. 59 ===
28213	533	2
14673	27342	1
11303	5284	2
28158	12890	1
26989	26396	2
21226	7444	6
7427	9116	8
23230	946	7
22914	22528	4
4052	30372	7
20926	4487	3
30776	12689	2
7949	14191	2
30723	10192	4
20644	28273	7
3001	31937	2
28044	26712	2
6071	4363	7
6930	27189	2
10966	27185	2
6088	22742	1
16839	11263	7
16240	3721	8
9691	13233	5
26217	28252	8
15661	13038	5
7023	26700	8
23410	31979	1
21718	16166	3
10706	8781	6
19076	11278	7
24983	2212	1
20562	17630	8
10395	28829	3
31908	8672	3
12219	27188	6
21844	29838	5
4788	6285	4
12609	25693	3
13878	28483	7
1830	26565	6
19482	20813	3
4740	16120	5
3826	15813	7
7616	780	5
32110	4404	7
27851	14216	1
13141	25144	8
17894	17803	3
16632	13973	7
32357	3856	5
25454	18971	7
20351	11767	6
3833	29406	1
7051	17875	8
10851	26289	7
17976	24766	4
30006	21489	2
25250	28312	3
11290	29687	1
20569	31605	8
26049	1991	1
31919	23865	4
10278	8162	4
28646	16769	2
10505	13889	6
9754	31857	5
24051	3549	8
505	3588	3
16164	3409	8
31655	22246	6
15925	29313	1
6239	14090	2
15451	23369	7
18353	8052	7
5517	17302	1
2416	19956	1
27894	21378	6
19368	17596	8
7292	14410	6
21043	26915	4
19529	22833	5
16844	23533	5
6285	5552	5
9905	25320	3
6910	27780	4
4907	28369	4
31422	891	6
19609	14763	6
8356	5636	4
32216	31002	1
10030	25850	2
7188	32091	1
25720	27686	2
10092	8429	4
21004	29270	2
17130	30229	8
26995	3890	4
22465	30383	1
7615	3595	1
9686	28695	5
14739	14168	1
22509	18447	1
26193	4772	3
31781	22758	7
19565	12560	3
12669	21075	8
26145	5307	7
405	6589	6
5363	25521	8
18931	24551	7
8137	21807	2
23147	23353	5
17025	15956	1
5761	7458	2
14667	24486	6
1494	7746	7
302	9963	1
25606	12378	5
13443	4421	2
31363	22076	5
17745	18332	1
28488	24875	3
12488	942	3
18816	28782	7
28241	22115	3
18803	23299	7
8676	6202	2
25430	29874	2
19632	13031	5
17618	22258	7
10294	8055	7
23392	11102	1
22362	30363	8
26060	14511	5
30244	22756	6
29275	24063	1
17777	29809	7
7209	21272	8
5152	27373	1
28359	18155	8
2470	15361	4
14268	23226	6
2148	1759	4
27089	4895	5
19080	14308	6
24698	3961	3
12731	4872	6
18625	32438	8
14693	23196	2
20705	21513	7
4053	25928	2
18762	6985	3
29935	10120	3
=== Matrix Nr. 60 ===
7443	6963	3
15660	29731	8
16640	18378	3
19989	21576	3
16290	29045	3
9596	9044	4
11843	11717	6
3873	25457	8
27034	15576	8
9347	22417	6
19056	15066	3
